param,beta,se,ci_lo,ci_hi
Xu,-0.021903827097154594,0.00017079733685913259,-0.022238589877398494,-0.021569064316910695
Xw,-0.027630077699491763,0.001672949485961226,-0.030909058691975765,-0.02435109670700776
Xtheta_g,0.9847986363923645,0.0009008093972449074,0.9830330499737645,0.9865642228109646
Xde,0.00040774885526974905,2.423074465107048e-05,0.00036025659575365093,0.00045524111478584717
X0,-0.01300023462103196,0.0007725475165286614,-0.014514427753428136,-0.011486041488635784
