param,beta,se,ci_lo,ci_hi
Zu,-0.18516399062172428,0.004777895196765963,-0.19452866520738557,-0.175799316036063
Zw,0.09329197168600797,0.02240878732819497,0.04937074852274583,0.1372131948492701
ZqU0,1.0155322367794946,0.012545050237710251,0.9909439383135825,1.0401205352454066
Zde,-9.544780868255233e-05,3.862685091017091e-05,-0.0001711564364664873,-1.9739180898617343e-05
Z0,0.003043157303567787,0.0012315377910044527,0.00062934323319906,0.005456971373936514
