param,beta,se,ci_lo,ci_hi
Xu,-0.0207083591529768,0.0001872753067712039,-0.02107541875424836,-0.02034129955170524
Xw,-0.03566935512876583,0.001854720179470339,-0.039304606680527696,-0.03203410357700397
Xtheta_g,0.9865720170071608,0.0009909474126574645,0.9846297600783521,0.9885142739359695
Xde,0.00023743754424066982,1.4518362395409306e-05,0.00020898155394566759,0.0002658935345356721
X0,-0.00757020833554884,0.00046288816023411,-0.008477469129607696,-0.006662947541489984
