param,beta,se,ci_lo,ci_hi
Zu,-0.1440331230855781,0.0033401627013995394,-0.1505798419803212,-0.13748640419083502
Zw,0.9482754081782179,0.02394298889102089,0.901347149951817,0.9952036664046188
ZqU0,0.43550762182085945,0.00898459293983524,0.41789781965878237,0.45311742398293653
Zde,0.0017581478648935637,0.00018696660265460634,0.0013916933236905354,0.0021246024060965923
Z0,-0.05605493294873572,0.005961046044378816,-0.0677385831957182,-0.04437128270175324
