param,beta,se,ci_lo,ci_hi
Mu,0.0032719221960083858,8.051129658368447e-05,0.003114120054704364,0.0034297243373124075
Mw,-0.024869565089758586,0.0005631854889301993,-0.025973408648061778,-0.023765721531455394
Mq,-1.0230617425094624,0.027503373560628045,-1.0769683546882933,-0.9691551303306314
Mde,1.0466690064783116e-05,2.3920824255401576e-06,5.778208510724408e-06,1.5155171618841825e-05
M0,-0.00033370891126995137,7.626663414026849e-05,-0.0004831915141848776,-0.00018422630835502514
