param,beta,se,ci_lo,ci_hi
Xu,-0.024016158465826158,0.0003389044711164123,-0.024680411229214327,-0.02335190570243799
Xw,0.05781007448350731,0.0018000916897296605,0.054281894771637175,0.06133825419537744
Xtheta_g,1.0217186859822225,0.002808854462234826,1.0162133312362422,1.0272240407282027
Xde,-2.3199239343296053e-05,3.0378850537753537e-06,-2.9153494048695746e-05,-1.724498463789636e-05
X0,0.0007396600887824517,9.685672428105204e-05,0.0005498209091915898,0.0009294992683733137
